0.00873709,jump_1_fb,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.009971024,jump_1_hop,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.012971042,jump_2_lateral,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.008863886,lift_weight_1_25lbs-l-l,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.015814224,lunges_1,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.008037766,meander_1,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.011866758,normal_walk_1_1-8,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.008395365,normal_walk_1_2-5,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.010240069,normal_walk_1_0-6,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.013325355,normal_walk_1_skip,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.009609541,obstacle_walk_1,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.0118229,poses_1,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.00901405,push_1,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.011299528,side_shuffle_1,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.008169145,sit_to_stand_1_short-arm,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.009013168,squats_1_25lbs,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.013994835,stairs_1_1_up,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.013856923,stairs_1_2_down,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.00772478,turn_and_step_1_left-turn,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.008979654,twister_1,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.011838202,walk_backward_1_0-6,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
